sequence,topic_id,sentiment
love serg love simple use inexpensive,6,0.3333333333333333
test different kind fabric work denim viscose,0,0.3
happy choice,3,0.8
love serger,0,0.5
super simple direction include threading instruction clear concise easy follow,1,0.19333333333333333
minute read implement,2,0.0
quirk noise loud error feed fabric,7,0.1
oin event machine work like charm perfect new sewer want skill boost project professional flair,0,0.4121212121212121
great regular frequent use feel solid serge easily,0,0.2666666666666667
love,5,0.5
watch video recommend use,4,0.0
thread wrap snap chance chain luckily direction threading easy read picture machine,1,0.3833333333333333
manual terrible video diagram inside machine super easy follow,4,-0.07777777777777779
hard use rethreade,1,-0.2916666666666667
decide finally buy new happy purchase,3,0.31212121212121213
easy use sew great,0,0.6166666666666667
glad buy,3,0.5
impressed promptness receive serger,0,1.0
little work horse,2,-0.1875
easy thread easy use,1,0.43333333333333335
issue fault attempt sew heavy fabric layer break needle,1,-0.2
use serg,6,0.0
look watch video,4,0.0
happy serger,0,0.8
worried hard thread needle hard eye,1,-0.2916666666666667
easy thread operate,1,0.43333333333333335
superior,0,0.7
sew use serger,0,0.0
like finished look project easy use,2,0.43333333333333335
learn thread thing close examination pretty smooth sailing,1,0.325
d recommend large spool thread work project stop rethread,1,0.21428571428571427
clean good idea,2,0.5333333333333333
video come pretty useful,4,0.275
watch video basic,4,0.0
comfortable machine revisit video tip,4,0.4
serg,6,0.0
use mom ocassion,3,0.0
surprisingly easy use,2,0.43333333333333335
easy thread set,1,0.43333333333333335
happy purchase,3,0.8
absolutely love serger,0,0.5
beginner sewer use serg,0,0.0
threading hard think,1,-0.2916666666666667
follow instruction manual,4,0.0
color coding easy thread,1,0.43333333333333335
use realize probably color thread threadder hard thread work great,1,0.25416666666666665
different colored thread threadder fabric colorful,1,0.15
serger come additional foot know instruction video great,0,0.8
use serger pair slack believe fast able complete project use serger,0,0.26666666666666666
dream serger year,0,0.0
find great price thrilled,3,0.7
use variety different weight fabric work thick fabric sheer,0,-0.09999999999999999
instruction chart manual helpful clearly write laidout,4,0.09999999999999999
easy thread run like dream,1,0.43333333333333335
second serg,6,0.0
year ago receive serger thread correctly start use immediately,0,0.0
machine come thread tangle knot,1,0.0
thread properly work,1,0.0
brother dealer check,2,0.0
use machine time,2,0.0
nice serg love good price,6,0.6
sell friend,3,0.0
brother sewing maching,0,0.0
love sewing machine alot want buy brother thread serg,0,0.5
perfect choice,3,1.0
easy use dependable compact,2,0.43333333333333335
highly recommend product sewer,0,0.16
longtime sewer previously bernette serger juki s. sew hour upholstery lingerie serger wear,0,-0.16666666666666666
year ago purchase machine read positive review,3,0.22727272727272727
experience comparison accustom bernette machine difficult way,2,-0.5
run like tractor tension need adjustment threading nightmare tend chewup light fabric find rarely use,1,0.35
zigzag seam buy soon,0,0.0
buy second machine recommend save machine enjoy,2,0.2
fabulous machine super quick learning curve easy thread color code easy sew,1,0.38666666666666666
look professional admit little scared buy serger comment hard thread let use true machine,0,-0.0072916666666666685
recommend highly,3,0.16
want brother like,2,0.0
use serger nervous purchase serger,0,0.0
demo cd come helpful able thread serger problem,0,0.5
use basic project,2,0.0
easy thread love adjust stitch length width,1,0.4666666666666667
play use lot gymnastic suit great,1,0.8
sew young child use serg,0,0.1
finally decide add craftsewing room choose brother model love brother sewing machine amazon review look good,0,0.39999999999999997
oh goodness pull box look daunting,3,0.0
lo behold,5,0.0
machine jam,2,0.0
brother machine break try fix specifically tell,2,0.0
brother tell turn wheel counter clockwise try break free,2,0.4
awesomei finish book watch cd,4,0.0
cd contain great instruction different stitch easy understand,4,0.41111111111111115
recommendation come middle end cd,4,0.0
x card sometthe note setting instruction cd pause cd practice stitch file practice stitch note,4,0.0
wish reference watch cd create,4,0.0
watch portion cd instruction,4,0.0
little disruptive middle sewing,0,-0.09375
read review brand serger nightmare thread,0,0.0
little fearful machine,2,-0.54375
pay attention upper looper run thread,1,0.0
easily rethreade matter moment low looper come unthreaded,1,0.21666666666666667
uh oh,5,0.0
turn page book clearly explain step,4,0.09999999999999999
awesome,5,1.0
low looper thread second,1,0.0
bwahaha,5,0.0
fearless machine,2,0.0
easy use cd great reference,4,0.6166666666666667
machine week use day love,2,0.5
great price,3,0.8
sew daily year,0,0.0
serger,0,0.0
add thread thread option spend lot money coverstitch jet stream threading chain stitch,1,0.0
bunch money novelty,2,0.0
great machine alot functionality,2,0.8
real time saver finishing seam raw edge roll hem pin tuck blind hem etc awesome,0,0.11730769230769231
trust brother co buy serger shortly purchase brother sewing machine search amazon,0,0.0
com,3,0.0
right middle sewing project old machine quit work,0,0.12857142857142856
nice quick delivery date,3,0.4666666666666667
glad buy d serg,6,0.5
easy follow direction set,4,0.43333333333333335
low looper thread snap use,1,0.0
thank old serger bear thread upper low looper,1,0.03333333333333333
stitch perfect,0,1.0
nice tight stitch,0,0.2107142857142857
happy,5,0.8
boy glad listen fantastic machine month work hard sewing close costume high school musical trust lot sewing short time serger quit day run forget pin serger knife break,0,0.12805555555555556
rethread machine literally minute,1,0.0
box,3,0.0
machine want pick sewing seriously market replace basic sewing machine need,0,-0.16666666666666666
quality regular machine like brother d serg seriously consider replace ancient machine brother sewing machine,0,-0.16666666666666666
honestly tell purchase serger prove wrong buy little guy let,0,-0.029166666666666674
review positive think heck ill try,3,-0.13636363636363635
simple direction easy follow,4,0.21666666666666667
mess thread right batthe thread come machine good recommend rethreade,1,0.2702380952380952
easy,2,0.43333333333333335
male able serge right outofthebox prethreade read manual course come later,0,0.19642857142857142
rethreade low needle little tricky likely case serger,1,-0.0625
price good buy,3,0.7
look dependable serger price afford time replace old spend lot time online research,0,0.1
model online review brand,3,0.0
order amazon,3,0.0
serger beat price amazon good price outsew new singer commercial grade serg like nobodys business,0,0.27878787878787875
motor quieter machine precision feel sound like high quality sewing machine serger notoriously noisy,7,0.28
vibrate shake speed rubber mat old airborne lol,7,0.45
tension consistent easy adjust different fabric stitch width,1,0.22777777777777777
seldom need,5,0.0
issue narrow overedge setting serve purpose,0,-0.2
easily convert freearm slide plate feature usually find higherpriced model,0,0.09166666666666667
couple instructional cd addition book helpful beginner,4,0.0
beginner time book page page understand stitch suppose look like afraid practice,0,-0.6
recommend friend year sew time problem d workhorse,0,0.0
mechanical model worry expensive computer repair,2,-0.5
let price scare think cheap quality higherprice model far favorite high price insure quality performance,3,0.29
machine christmas list finally able afford week ago,2,0.5
mail like review comes thread set use,1,0.0
great,5,0.8
great weird thread break issue low looper,1,0.10000000000000002
know thread machine inside,1,0.0
time use mother day gift wrong,3,-0.5
cut anymore,0,0.0
look like knife possibly break knife lever work,0,0.0
brother refer local repair shop,2,0.0
plus new machine week ownership,2,0.13636363636363635
problem little kid home drive hour round trip new break machine ridiculous consider brother rep somewhat apologetic,2,-0.14611742424242424
lemon row brand,3,0.0
machine come open box,3,0.0
set run rethreade bad way lowerlooper tricky work,1,-0.6999999999999998
squeal like pig,7,0.0
access door barely open,3,0.0
kill machine week,2,0.0
moral story buy cheap serger expect act like cheap serger,0,0.26666666666666666
,5,0.0
test drive quality machine know look,2,0.0
save expensive reliable nonbrother machine,2,-0.5
sketchy repair shop offer look,8,0.0
local shop offer warranty work protection machine wrong,8,-0.25
buy online send service hub area brother offer option internet purchase,2,0.0
shop upgrade policy turn machine time period machine,2,0.0
great deal ask,3,0.8
consider use serg time year,6,0.0
ill short ton looong review great feature read lot purchase true,3,0.1625
start serger honestly absolutely love,0,0.5
true little daunting use time wonder creation amateur professional looking like,2,0.003124999999999996
love love love new serger,0,0.40909090909090906
second brother serg machine,2,0.0
purchase woolworth year ago,3,0.0
work,2,0.0
want upgrade machine rock,2,0.0
come right box start sew,0,0.2857142857142857
professional machine work horse use,2,0.1
husband serger birthday,0,0.0
watch,4,0.0
find serge easy thread detailed instruction manual picture serger,0,0.4166666666666667
love serger,0,0.5
love machine,2,0.5
easy start use complicated thread,1,-0.033333333333333326
manage break needle snag fabric probably fault buy extra universal needle,1,0.0
great product,3,0.8
easy,2,0.43333333333333335
christmas present wife year replace bernette serger,0,0.0
love new brother serger,0,0.3181818181818182
recommend highly,3,0.16
delivery timely,3,0.0
amazon rocks,3,0.0
love easy thread work far,1,0.3444444444444445
serger want,0,0.0
sign class sure right instruction simple video helpful,4,0.2619047619047619
thing change small provide attached holder sort extra foot tool come,0,-0.125
way view entire video help,4,0.0
play plan start use week,2,0.0
read review star decide buy replace mom old bernette bernina serger nice machine tension dial impossible thread beginner,1,0.011111111111111108
lastly try fast clickingish noise louder fast,7,0.13333333333333333
finally love serger,0,0.5
maybe picky like inside garment look good outside,0,0.35
happy product,3,0.8
like serger,0,0.0
comfortable easy use unlike industrial,2,0.4166666666666667
small job perfectly,2,0.375
look great easy learn serger machine save time item look store buy brother machine good,0,0.6444444444444445
find extremely easy thread set tension,1,0.43333333333333335
old machine count spend onetwo hour tension right roll hem,0,0.19285714285714284
machine thread ready minute finished product vastly superior old machine,1,0.3333333333333333
price right delivery amazon quick,3,0.30952380952380953
love machine till break serg,2,0.5
find easy use,2,0.43333333333333335
watch video reference book sewing,0,0.0
use old yr serg decide treat new come time adjust year,6,0.11818181818181818
slightly year charge adjustment machine far serger use,0,-0.033333333333333326
weekend set drapery bed skirt use heavy fabric lightweight,0,-0.2
brother serger adjustment look wonderful case,0,1.0
suggestion use old serger treat new feature like layin threading easy thread low looper plague old serger,0,0.15393939393939393
buy new brother sewing machine,0,0.13636363636363635
sew regular machine year finally brave try serger,0,0.4
good purchase machine come clear instruction great cd rom color code label trheade snap,4,0.5333333333333333
help need start boxinclude handy troubleshooting guide lot photo,3,0.6
price excellent,3,1.0
sew year,0,0.0
work delicate fabric worry,0,-0.3
love,5,0.5
serg replace lose hurricane katrina,6,0.0
cutter work attachable container catch cut edge good position edge fall floor,0,0.7
detach ease,2,0.0
price real bargain free shipping,3,0.30000000000000004
recommend sew especially handwoven fabric,0,0.0
feature timesaver,2,0.0
happy,5,0.8
thread box,1,0.0
sew greatlooke overcast seam min,0,0.0
quickly read instruction manual tension adjustment adjustment tension run,1,0.3333333333333333
believe great stitch look,0,0.8
kind loud ya good rate machine vibrate bit detract great sew,7,0.55
hesitate consider purchase look inexpensive machine primarily overcast stitch,0,0.4
happy purchase,3,0.8
year old,3,0.1
want serger easy thread,0,0.43333333333333335
white think,5,0.0
aggravating try thread,1,0.0
week research price rest net amazon brother serger little cost shipping,0,-0.09375
pleasure work small project,2,-0.25
nightmare singer machine heaven pleased way sew thread,0,0.5
cheap wow,3,0.25
wrong,5,-0.5
purchase serg november,6,0.0
serg experience,6,0.0
advice good look thread arrive,1,0.7
read instruction book recommend highlight color section thread,1,0.0
find cdrom helpful,4,0.0
recommend buy nancy zeimans book serging,3,0.0
sure thread correct order green blue red yellow,1,0.06
use adjust tension find deal little frustrating review instruction sample,1,-0.29375
sewing machine ooo janome,0,0.0
subtantialness brother,2,0.0
find excessively noisy,7,-0.25
think vibrate lot,7,0.0
sew drape thing thread break,1,0.0
think machine good deal,2,0.7
easy,2,0.43333333333333335
instruction manual write dvd,4,0.0
good product price,3,0.7
average machine threading layin imposssible,1,-0.15
need sure change cone type thread good thread feed thread number,1,0.6
finish stitch adequate serve finish seam,0,0.3333333333333333
work good,2,0.7
roll hem machine,0,0.0
outfit use itquite happy result,0,0.8
thread yestake practice scared,1,0.0
purchase item shop serger local sewing dealer read review online,0,0.0
review positive people love usage result,3,0.36363636363636365
mention negativity complexity loadingstringe thread path,1,0.0
chance brother model find great machine,2,0.8
perform exactly expect operate simple read instruction little patience learn howto operate brother d serg,4,0.020833333333333332
serg week,6,0.0
instruction easy understandthe dvds great help,4,0.6166666666666667
use project great job,2,0.8
money great product,3,0.8
fast efficient orderingmailingdelivery,3,0.2
machine perfect way come goofiest thread,1,1.0
order machine sure buy spool serg thread,1,0.5
buy product wife love price right shipping free join prime dig web japanese manual wife read english worth price,3,0.24761904761904763
love serg light wieght easy color code ease threading problem good machine,1,0.5083333333333333
read review brother d serg singer serg decide brother disappoint,2,0.0
glad decide brother definitely recommend think buy,2,0.25
buy wife,3,0.0
present impressed learning process,2,0.5
recommend product,3,0.0
second machine buy alot sewing alot easy mrs clause happy,0,0.41111111111111115
happy product,3,0.8
serg work great figure use,6,0.8
nice machine great price,2,0.7
yesterday far good,5,0.39999999999999997
love,5,0.5
recommend sew,0,0.0
good machine,2,0.7
easy thread run smoothly,1,0.4166666666666667
video horrible,4,-1.0
video opinion emphasise,4,0.0
video excellent machine,4,1.0
great machine user friendly like nightmare read purchase,2,0.5875
buy machine year ago use probably hour strong know come dvd helpful instruction book good,4,0.5666666666666667
long learn use serger serger,0,-0.05
learn curve serger probably true serger came set multicolor thread helpful learn balance stitch,0,0.35
poor mechanical troubleshooting skill maybe sewing store help need help dvd crystal clear,4,-0.15000000000000002
use fancy thread looper,1,0.0
know use feature know complexity add learning process,2,0.0
glad plunge great serg,6,0.65
perfect need easy learn use job fuss,2,0.7166666666666667
,5,0.0
brother product,2,0.0
machine week love,2,0.5
come prethreade multicolore test thread tension adjust,1,0.0
expect handy knotted thread switch standard white,1,0.19999999999999998
excited try different presser foot,0,0.1875
complaint machhine unlike singer serger brother handle,0,-0.3
love,5,0.5
need,5,0.0
hard thread rookie practice easy,1,0.07083333333333333
price great,3,0.8
love serger,0,0.5
star direction thread clear,1,0.09999999999999999
direction utube,4,0.0
totally new sewing especially use serger,0,0.06818181818181818
time serg completely ease able use right away,6,0.29523809523809524
course machine came thread amazed easy use,1,0.43333333333333335
definitely recommend consider buy home use,2,0.0
thread come little cheep machine work problem,1,-0.1875
easy use,2,0.43333333333333335
recently buy serger,0,0.0
recommend,3,0.0
objection noisy,7,0.0
use new serger sew expect,0,0.13636363636363635
brother d great purchase,2,0.8
price appropriate,3,0.5
direction little confusing use cd include answer question,4,-0.24375
tutorial line need assistance,4,0.0
pleased purchase,3,0.5
highly reccomend,3,0.16
good gift look good price good brand finally recommend wife happy toy hahaha,3,0.5166666666666666
want serger long time finally decide splurge use christmas money serger year,0,-0.025
research finally settle read good review,3,0.35
intimidate instruction manual dvd clear easy follow serge like pro time,4,0.26666666666666666
absolutely love color code threading guide threading extremely easy,1,0.4666666666666667
definitely recommend product look time serg,6,0.0
sorry write rating serg love hope able use soon,6,0.16666666666666666
machine long,2,-0.05
star right box use,3,0.2857142857142857
dvds great,4,0.8
expensive serger thorn day,0,-0.5
purchase serger review read,0,0.0
machine day spend learn year,2,0.0
nervous purchase serger research pick,0,0.0
pleased perfect easy thread use,1,0.6444444444444445
beautiful finished stitch,0,0.85
sew perfect machine end sew item professional look,0,0.55
receive brother d layin thread serg love,2,0.5
learn brother website helpful step step question,2,0.0
definitely recommend machine,2,0.0
alwaysheard hard thread,1,-0.2916666666666667
serger isvery easy clear direction,0,0.26666666666666666
pleasedwith easy use good job mynew project,2,0.5666666666666667
serger easy operate work great,0,0.6166666666666667
serg hook easy use regular sewing machine needle regular thread spool,1,0.14444444444444446
word warning manual wrong threading order,1,-0.5
try right left follow diagram machine work beautifully look forward learn thing brother d,4,0.37857142857142856
machine like brother product good buy money,2,0.7
buy item gift friend retire,3,0.0
serger,0,0.0
easy use beginner like beautiful sewing,0,0.6416666666666666
price good,3,0.7
awesome product,3,1.0
mess tension roll hem expect material weight,0,-0.175
manual easy understand,4,0.43333333333333335
serg week find helpful help create professional look garment,0,0.1
machine easy thread especially color coordinate diagram,1,0.21666666666666667
learn use video find helpful,4,0.0
pleased serger,0,0.5
serger excellent value,0,1.0
instruction cd book helpful,4,0.0
threading look intimidate hard follow instruction book,1,-0.2916666666666667
similarly myriad adjustment look intimidate fully explain cd andor book,4,0.0
pleased purchase,3,0.5
deliver promise thrill wife,3,0.0
absolutely love serg beat price,6,0.5
run great job,2,0.8
easy use,2,0.43333333333333335
brand,3,0.0
fairly basic sewing skill,0,0.0
sew diaper kid thing,0,0.0
want serger year know save time intimidate money,0,0.0
great price,3,0.8
far good,5,0.39999999999999997
use sew bridesmaid dress wedding dress,0,0.0
easy thread hesitate dress far,1,0.26666666666666666
complain price,3,0.0
job,2,0.0
point month christmas,3,0.0
card christmas year,3,0.0
excite arrive,3,0.0
like kid christmas morning,3,0.0
able serge seam want,0,0.5
fast learn easy use,2,0.31666666666666665
run sound quality,7,0.4
love,5,0.5
intermediate sewing experience use machine past,0,-0.25
serger work fine month serge inch length rethread,0,0.4166666666666667
buy machine amazon cheap amazon,2,0.4
year serg sewing machine camera printer problem buy new good product review,0,0.41818181818181815
wish spend little buy local store,3,-0.09375
okay,5,0.5
,5,0.0
loud noisy proper oiling loudi buy machine use second serg small apron business,7,-0.0375
figure easy thread apron choose change color thread,1,0.43333333333333335
yes easy thread adjust,1,0.43333333333333335
negative machine weigh positive,7,-0.03636363636363636
secondly knife adjust machine totally use,0,0.0
adjust pressure feed dog,1,0.0
real painmy juki far outweigh machine engineering ease use,2,0.15000000000000002
yes love opportunity return machine,2,0.5
good machine use small business,2,0.22499999999999998
love machine way amazon,2,0.5
com,3,0.0
hate nickle dime mentality,3,-0.8
use serg,6,0.0
read material view item send dvds include unit,4,0.0
machine suppose v amazon send v machine,2,0.0
buy,3,0.0
happy,5,0.8
purchase item christmas gift little soon hand review review read good market,3,0.25625
look buy serg year,6,0.0
brother d serg base positive review,2,-0.2863636363636364
watch demo run fine vista x read instruction set try,4,0.4166666666666667
thing notice machine motor run rough feel sound poorly,7,-0.033333333333333326
big strike,3,0.0
intuitive use use regular sewing machine,0,0.0
think long break,5,-0.05
return day receive,3,0.0
receive machine know cd enclose,4,0.0
way touch want send machine need instruction,4,0.0
disappointed amazon,3,-0.75
receive brother d serg,2,0.0
excited try view instructional cd enclose,4,0.375
number contact help,2,0.0
number pay large sum use number,2,0.21428571428571427
able use machine time,2,0.5
look like stuck machine use,2,0.0
happy,5,0.8
experienced sewist buy machine repeatedly change thread,1,0.8
fatal flaw machine low looper thread path design thread slip minute ruin tension require seam resew,1,0.0
powerful tension great easy thread easy buy online informative instructional cd new sewist follow threading instruction exactly avoid frustration definitely good value,1,0.4361471861471861
brother need change design good machine glad,2,0.6
d hear serger hard learn hard thread initial fear,0,-0.19444444444444445
soon love serger,0,0.5
knife cut fabric sew awe inspire use serger,0,0.0
advise simple pattern project use machine function getting use ie gather sew gather piece,0,0.0
threading bad self time comes set different colored thread thread plan use thread overlock need remove spool stand snip tie new thread away rethreade bad time learn suppose,1,-0.3159090909090908
fabric catcher tray like flimsy throw away lose thing fantastic catch fabric knife cut sew,0,0.4
feature like good particular machine use overlock thread cone regular thread spool like near fabric store limited variety overlock thread fantastic selection regular thread spool,1,0.18503401360544217
price think beat serger,0,0.0
think hard heart,5,-0.2916666666666667
feel lucky brother find love,2,0.41666666666666663
wife love serger,0,0.5
job task far,2,0.1
easy beginner figure serger easy featid highly recommend,0,0.3422222222222222
read review try local brother dealer purchase amazon,2,0.0
price great advertise,3,0.8
recommend product brother sewingembroydery machine,0,0.0
like brother,2,0.0
serger year work,0,0.0
run machine hard hour day sew,0,-0.2916666666666667
machine hold tension setting,1,0.0
money good reliable easy thread use machine,1,0.5666666666666667
time box easy peasy,3,0.43333333333333335
cd inspiring helpful,4,0.5
threading intimidate temporary,1,0.0
easy think,5,0.43333333333333335
recommend machine use easy learn,2,0.43333333333333335
use simple modern sewing machine use,0,0.1
instruction simple thread layout draw machine,1,0.0
guess common new machine,2,-0.08181818181818182
nice,5,0.6
year complaint,3,-0.3
want serger long time review good,0,0.32499999999999996
think send wonder,5,0.0
use till compare thread correct order find easy use lot technique learn eager use,1,0.43333333333333335
granddaughter amazed,3,0.0
moment use thread overlock neater regular zigzag use year,1,0.0
thing help video picture format large view tv easily watch computer good eyesight anymore,4,0.4492063492063492
overall good little machine good price easy use recommend,2,0.32916666666666666
use serg heavily year,6,-0.2
time progress like tension weak weak adjust,1,-0.375
change needle needle clamp break,1,0.0
try remove needle thread guide metal piece wrap needle bar look break,1,0.0
end buy new needle clamp online wait arrive new screw thread guide hardware store,1,0.13636363636363635
pleased new serg,6,0.3181818181818182
use standard sewing machine needle hunting special needle,1,0.17857142857142858
excellent buy worth price,3,0.65
serger pain thread,0,0.0
change thread colour long dreaded hour long process,1,-0.05
sew great,0,0.8
quiet,7,0.0
totally recommend,3,0.0
sell happy,3,0.8
replace brother,2,0.0
thing happen come wonderful serger,0,1.0
return order pleasedthis machine work like dream user friendly come useful accessory training video,4,0.3375
happily serge minute arrive amazon,0,0.8
advice waste time money entry level brand brother win vote,2,0.30000000000000004
serger wife daughter use gift,0,0.0
time set project wife daughter start,2,0.0
need use quality thread tension problem sewing device,1,0.0
issue minor delay sure thread support bar fully extend,1,0.225
wife daughter fun high quality product good people brother,3,0.38666666666666666
require price affordable,3,0.0
start sew use machine baby item grandchild,0,0.0
apprehensive thread bad,1,-0.6999999999999998
sew beautifully fast,0,0.2
allot research type serg intend add sewing room tool,0,0.0
cd accompany machine wonderful,4,1.0
machine box begin serge,0,0.0
instruction manual right easy follow,4,0.3595238095238095
read direction imperative,4,0.0
order brother d serg amazon,2,0.0
com,3,0.0
arrive day,3,0.0
want serger year,0,0.0
cool sewing product,0,0.35
thing thread breeze dvds come amazingly detailed easy follow,4,0.4166666666666667
machine come lot extra like like trim trap extra foot,0,0.0
sew iti recommend,0,0.0
,5,0.0
brother embroidery machine love shop sewing shop retailer decide order brother online,0,0.5
review right,3,0.2857142857142857
arrive thread w color thread thread,1,0.0
rethreade machine work perfect time,1,1.0
easy thread,1,0.43333333333333335
sew year need replace serger,0,0.0
want reliable brand set high end know quality simplicity operation,2,0.16
choose brother comparison shopping long time good reputation price right arrive day instruction define sew minute,0,0.31190476190476185
aware read instruction manual prior use,4,0.125
seam needle low looper continuously drop thread midproject leave hideous gap,1,0.0
line waste prefer sturdy reliable efficient,0,-0.2
sewing standard aok,0,0.0
course love thread rethread serger,0,0.5
machine month design flaw extremely annoying,2,-0.8
second low looper thread break thread insert slide mechanism suppose life easy thread stick couple hour serge break,1,0.14444444444444446
stop rip partial seam rethread,0,-0.1
tricky thread insert properly break,1,0.0
purchase brand,3,0.0
brother disney embroidery machine absolute junk,0,0.2
buy brother product,2,0.0
buy serger having,0,0.0
trouble expect use presser foot long hold foot,0,-0.125
doityourselfer apart follow shaft plastic white press foot,0,0.0
plastic wear use adjust contact,1,0.0
favor mess timing,2,-0.175
impossible resync,1,-0.6666666666666666
buy machine serge seam dress,0,0.0
sew year ready kick notch,0,0.2
immediately pull spool thread try thread white thread,1,0.0
want jump window,7,0.0
video helpful adjust tension particular problem,1,0.16666666666666666
use manual sure right,4,0.39285714285714285
thread low thread far difficult,1,-0.13333333333333333
easy mess thread intimidate,1,0.12916666666666668
finally figure think,5,0.0
advise open box hour feel patient figure,3,0.0
rush son nap hope wake,3,0.0
glass wine,1,0.0
run seam nice crisp easy use,0,0.42777777777777776
think use white thread absolutely necessary change color,1,0.0
dread thread,1,0.0
problem year local shop charge dollar fix tell model plain wear fast poor purchase,8,-0.10357142857142856
like worth spend twice price serger brother maintain half,0,0.06666666666666667
machine great addition sewing room,0,0.8
sewing person active wear expensive garment machine sewing machine,0,-0.31666666666666665
seam hem perfect,0,1.0
need new hobby decide activity actually produce tangible prize easy set dvds osx compatible able watch dvd video quicktime day modify men piece actually fit body men ready wear sloppy slop nd day modify additional piece happy choose video game,4,0.18367003367003365
purchase serger use think cool piece equipment add sewing room,0,0.35
learn thread monster bad,1,-0.6999999999999998
try correctly forget step start thread work great,1,0.8
unthreade rethreade time easy time,1,0.43333333333333335
sew great easy operate,0,0.6166666666666667
recommed serger,0,0.0
learn use pretty standard sewing machine kind like drive car,0,0.2833333333333333
video come helpful start,4,0.0
come thread thread break discover try use spend night learn rethread thing,1,0.0
,5,0.0
shipping hour,3,0.0
love,5,0.5
avid sewer year,0,0.25
truly easy thread serger,0,0.43333333333333335
direction concise thread path machine,1,0.1
recently shop sell know high end serger,0,0.08
ask demo threading,1,0.0
dollar machine nightmare thread compare simple brother,2,0.0
feel excellent investment price,3,1.0
sure expensive machine cost star purchase,2,0.0
love machine,2,0.5
brother d dream thread sew beautifully,0,0.85
sew alot machine job,0,0.0
enjoy sew recommend,0,0.4
sew year know afraid buy serger come mind,0,-0.6
decide extra spare,2,0.0
idea buy serger come,0,0.0
buy martha stewart recommend singer read amazon review brother popular,2,0.6
try little machine time believe easy use finish product look way professional tie thread change color thread like cd thread break,1,0.11527777777777777
new read instruction change certain spool,1,0.17532467532467533
stitch come good read instruction change tread know wrong piece cake,0,0.09999999999999998
use machine spare choice,2,0.0
purchase serg month ago,6,0.0
use serg class local shop learn use,6,0.0
instructor serger impressed exactly serger fraction cost,0,0.625
serge roll hem beautifully,0,0.85
completely rethreade fairly easy,1,0.26666666666666666
think great machine money,2,0.8
love brother d easy learn work,2,0.4666666666666667
time use machine like know long time,2,-0.05
problem rethreade want day,1,0.0
little bit time,2,-0.1875
operate serger buy machine want year,0,0.0
find threading process lot easy expect twice instructional manual fine wout,1,0.42500000000000004
pretty explain complicated,2,-0.125
operation smooth quick nice option use regular thread spool black white serg thread cone walmart price regular spool thread,1,0.16666666666666669
love professional looking seam particularly nice frayprone fabric children clothing,0,0.39999999999999997
amazon great,3,0.8
smoothly handle minimal aggravation,7,0.15000000000000002
new machine perfect,2,0.5681818181818181
serger thread min,0,0.0
work right away,2,0.2857142857142857
nearly perfect stitch effort,0,1.0
sure view cd helpful,4,0.5
recommend serger beginner,0,0.0
day upgrade work want,2,0.0
year serger start problem try simple gift daughter,0,0.0
husband pick order birthday gift,3,0.0
problem read review decide brother d.,2,0.0
place order saturday ship monday arrive today day later,3,0.0
amazon usp impressed,3,1.0
live,2,0.13636363636363635
s. virgin islands time wait week package,3,0.0
watch cd test seam fabric finish gift daughter,0,0.0
threading change seam width length roll edge easy old serger,1,0.26666666666666666
tension adjustment work manual state,1,0.0
use play hour knob seam width desire edge finish,0,0.0
wish purchase long ago,3,-0.05
update monthsbrother d layin thread serger,0,0.0
come spool thread start invest sergeroverlock spool small small project,1,-0.25
read instruction problem love iti especially love remove peice able arm hole small peice,4,0.4375
pleased serger,0,0.5
good job,5,0.7
buy year ago,3,0.0
happy,5,0.8
difficult thread nice stitch quality,1,0.04999999999999999
work exactly describe,2,0.25
highly recommend product,3,0.16
great product,3,0.8
fast delivery,3,0.2
use day problem,2,0.0
easy learn,2,0.43333333333333335
order brother serg sewing machine replace old onethat sister learn,0,0.1
wasvery pleased quickly serger deliver easyit thread sew,0,0.41666666666666663
amazon politely quickly address ofthe near repairman area pay fix hassle ordelay,8,0.21666666666666667
hesitate buy machine sew quietand smooth tork presser foot handle becauseit plastic,0,0.4
sew year standard machine,0,0.0
good machine,2,0.7
start branch sell sewing project feel like need serger professional look,0,0.1
change life scared story thread nightmare etc decide plunge brother machine base price rave review,2,-0.8
think ill happy,5,0.15000000000000002
threading hard follow step right machine consult manual couple time,1,-0.0029761904761904934
look dvd sure work mac,4,0.5
update class threehour session handson training,0,0.0
issue threading know adjust tension perfect stitch,1,1.0
ill reiterate great machine money,2,0.15000000000000002
read good review serger decide try,0,0.7
disappointed great little serg money,6,-0.045833333333333316
start serge hour receive,0,0.0
old baby lock difficult thread thread constantly break,1,-0.13333333333333333
easily thread serg matter minute bonus booklet offer specific direction use serger function,0,0.21666666666666667
hope spend day discover machine offer,2,0.0
star telescope thread holder flimsy break easily mean work,1,-0.3125
far good,5,0.39999999999999997
hestitate serg try,6,0.0
serger month love,0,0.5
watch video read manual fully prepared sew,0,0.0
trouble tread machinei generally tie new thread instead start scratch,1,-0.004545454545454547
low looper thread break experiment tension rethread itno problem,1,0.0
sew year experience serger,0,0.0
highly recommend machine,2,0.16
easy thread revolutionize sewing,1,0.43333333333333335
year problem,3,0.0
serger came thread different colour awesome want start use figure thread,0,0.5
easily figure work basic machine foot lever foot press,0,0.21666666666666667
bit prior knowledge use juki serg,6,0.0
